"","Song","Album","Lyric"
"4693","Don’t Blame Me","reputation","they say   she gone too far this time "
"4694","Don’t Blame Me","reputation","do not blame me  love made me crazy"
"4695","Don’t Blame Me","reputation","i will be usin  for the rest of my life"
"4696","Don’t Blame Me","reputation","do not blame me  love made me crazy"
"4697","Don’t Blame Me","reputation","if it does not  you ai not doin  it right"
"4698","Don’t Blame Me","reputation","oh  lord  save me  my drug is my baby"
"4699","Don’t Blame Me","reputation","i will be usin  for the rest of my life"
"4700","Don’t Blame Me","reputation","my name is whatever you decide"
"4701","Don’t Blame Me","reputation","and i am just gonna call you mine"
"4702","Don’t Blame Me","reputation","i am insane  but i am your baby  your baby "
"4703","Don’t Blame Me","reputation","echoes of your name inside my mind"
"4704","Don’t Blame Me","reputation","halo hiding my obsession"
"4705","Don’t Blame Me","reputation","i once was poison ivy  but now i am your daisy"
"4706","Don’t Blame Me","reputation","and baby  for you  i would fall from grace"
"4707","Don’t Blame Me","reputation","just to touch your face"
"4708","Don’t Blame Me","reputation","if you walk away  i would beg you on my knees to stay"
"4709","Don’t Blame Me","reputation","do not blame me  love made me crazy"
"4710","Don’t Blame Me","reputation","i get so high  oh "
"4711","Don’t Blame Me","reputation","every time you are  every time you are lovin  me"
