"","Song","Album","Lyric"
"5640","​happiness","evermore","i hope she will be a beautiful fool"
"5641","​happiness","evermore","who takes my spot next to you"
"5642","​happiness","evermore","no  i did not mean that"
"5643","​happiness","evermore","sorry  i can not see facts through all of my fury"
"5644","​happiness","evermore","you have not met the new me yet"
"5645","​happiness","evermore","there will be happiness after me"
"5646","​happiness","evermore","but there was happiness because of me"
"5647","​happiness","evermore","both of these things  i believe"
"5648","​happiness","evermore","there is happiness"
"5649","​happiness","evermore","in our history  across our great divide"
"5650","​happiness","evermore","there is a glorious sunrise"
"5651","​happiness","evermore","dappled with the flickers of light"
"5652","​happiness","evermore","from the dress i wore at midnight  leave it all behind"
"5653","​happiness","evermore","and there is happiness"
"5654","​happiness","evermore","i can not make it go away by making you a villain"
"5655","​happiness","evermore","i guess it the price i paid for seven years in heaven"
"5656","​happiness","evermore","and i pulled your body into mine"
"5657","​happiness","evermore","every goddamn night  now i get fake niceties"
"5658","​happiness","evermore","no one teaches you what to do"
"5659","​happiness","evermore","when a good man hurts you"
"5660","​happiness","evermore","and you know you hurt him too"
"5661","​happiness","evermore","honey  when i am above the trees"
"5662","​happiness","evermore","i see it for what it is"
"5663","​happiness","evermore","but now my eyes leak acid rain on the pillow where you used to lay your head"
"5664","​happiness","evermore","after giving you the best i had"
"5665","​happiness","evermore","tell me what to give after that"
"5666","​happiness","evermore","all you want from me now is the green light of forgiveness"
"5667","​happiness","evermore","you have not met the new me yet"
"5668","​happiness","evermore","and i think she will give you that"
"5669","​happiness","evermore","there will be happiness after you"
"5670","​happiness","evermore","but there was happiness because of you too"
"5671","​happiness","evermore","both of these things can be true"
"5672","​happiness","evermore","from the dress i wore at midnight  leave it all behind"
"5673","​happiness","evermore","oh  leave it all behind"
"5674","​happiness","evermore","leave it all behind"
"5675","​happiness","evermore","and there is happiness"
"5676","​ivy","evermore","how one to know "
"5677","​ivy","evermore","i would meet you where the spirit meets the bones"
"5678","​ivy","evermore","in a faith forgotten land"
"5679","​ivy","evermore","in from the snow"
"5680","​ivy","evermore","your touch brought forth an incandescent glow"
"5681","​ivy","evermore","tarnished but so grand"
"5682","​ivy","evermore","and the old widow goes to the stone every day"
"5683","​ivy","evermore","but i do not  i just sit here and wait"
"5684","​ivy","evermore","grieving for the living"
"5685","​ivy","evermore","oh  goddamn"
"5686","​ivy","evermore","my pain fits in the palm of your freezing hand"
"5687","​ivy","evermore","taking mine  but it been promised to another"
"5688","​ivy","evermore","oh  i can not"
"5689","​ivy","evermore","stop you putting roots in my dreamland"
"5690","​ivy","evermore","my house of stone  your ivy grows"
"5691","​ivy","evermore","and now i am covered in you"
"5692","​ivy","evermore","i wish to know"
"5693","​ivy","evermore","the fatal flaw that makes you long to be"
"5694","​ivy","evermore","magnificently cursed"
"5695","​ivy","evermore","he in the room"
"5696","​ivy","evermore","your opal eyes are all i wish to see"
"5697","​ivy","evermore","he wants what only yours"
"5698","​ivy","evermore","oh  goddamn"
"5699","​ivy","evermore","my house of stone  your ivy grows"
"5700","​ivy","evermore","and now i am covered"
"5701","​ivy","evermore","clover blooms in the fields"
"5702","​ivy","evermore","spring breaks loose  the time is near"
"5703","​ivy","evermore","what would he do if he found us out "
"5704","​ivy","evermore","crescent moon  coast is clear"
"5705","​ivy","evermore","spring breaks loose  but so does fear"
"5706","​ivy","evermore","he gonna burn this house to the ground"
"5707","​ivy","evermore","how one to know "
"5708","​ivy","evermore","i would live and die for moments that we stole"
"5709","​ivy","evermore","on begged and borrowed time"
"5710","​ivy","evermore","so tell me to run"
"5711","​ivy","evermore","or dare to sit and watch what we will become"
"5712","​ivy","evermore","and drink my husband wine"
"5713","​ivy","evermore","oh  goddamn"
"5714","​ivy","evermore","and now i am covered in you"
"5715","​ivy","evermore","and i am covered in you"
"5716","​ivy","evermore","so yeah  it a fire"
"5717","​ivy","evermore","it a goddamn blaze in the dark"
"5718","​ivy","evermore","and you started it"
"5719","​ivy","evermore","you started it"
"5720","​ivy","evermore","so yeah  it a war"
"5721","​ivy","evermore","it the goddamn fight of my life"
"5722","​ivy","evermore","and you started it"
"5723","​ivy","evermore","you started it"
"5724","​ivy","evermore","oh  i can not"
"5725","​ivy","evermore","and now i am covered"
"5726","​ivy","evermore","in you  in you"
"5727","​ivy","evermore","now i am covered in you"
"5728","​ivy","evermore","in you"
"5729","​l​ong story short","evermore","fatefully"
"5730","​l​ong story short","evermore","i tried to pick my battles  til the battle picked me"
"5731","​l​ong story short","evermore","misery"
"5732","​l​ong story short","evermore","like the war of words i shouted in my sleep"
"5733","​l​ong story short","evermore","and you passed right by"
"5734","​l​ong story short","evermore","i was in the alley  surrounded on all sides"
"5735","​l​ong story short","evermore","the knife cuts both ways"
"5736","​l​ong story short","evermore","if the shoe fits  walk in it  til your high heels break"
"5737","​l​ong story short","evermore","and i fell from the pedestal"
"5738","​l​ong story short","evermore","right down the rabbit hole"
"5739","​l​ong story short","evermore","long story short  it was a bad time"
"5740","​l​ong story short","evermore","pushed from the precipice"
"5741","​l​ong story short","evermore","clung to the nearest lips"
"5742","​l​ong story short","evermore","long story short  it was the wrong guy"
"5743","​l​ong story short","evermore","now i am all about you"
"5744","​l​ong story short","evermore","i am all about you  ah"
"5745","​l​ong story short","evermore","yeah  yeah"
"5746","​l​ong story short","evermore","i am all about you  ah"
"5747","​l​ong story short","evermore","yeah  yeah"
"5748","​l​ong story short","evermore","actually"
"5749","​l​ong story short","evermore","i always felt i must look better in the rear view"
"5750","​l​ong story short","evermore","missing me"
"5751","​l​ong story short","evermore","at the golden gates they once held the keys to"
"5752","​l​ong story short","evermore","when i dropped my sword"
"5753","​l​ong story short","evermore","i threw it in the bushes and knocked on your door"
"5754","​l​ong story short","evermore","and we live in peace"
"5755","​l​ong story short","evermore","but if someone comes at us  this time  i am ready"
"5756","​l​ong story short","evermore"," cause i fell from the pedestal"
"5757","​l​ong story short","evermore","right down the rabbit hole"
"5758","​l​ong story short","evermore","yeah  yeah"
"5759","​l​ong story short","evermore","i am all about you"
"5760","​l​ong story short","evermore","no more keepin  score"
"5761","​l​ong story short","evermore","now i just keep you warm  keep you warm "
"5762","​l​ong story short","evermore","no more tug of war"
"5763","​l​ong story short","evermore","now i just know there more  know there more "
"5764","​l​ong story short","evermore","no more keepin  score"
"5765","​l​ong story short","evermore","now i just keep you warm  keep you warm "
"5766","​l​ong story short","evermore","and my waves meet your shore"
"5767","​l​ong story short","evermore","ever and evermore"
"5768","​l​ong story short","evermore","past me"
"5769","​l​ong story short","evermore","i wanna tell you not to get lost in these petty things"
"5770","​l​ong story short","evermore","your nemeses"
"5771","​l​ong story short","evermore","will defeat themselves before you get the chance to swing"
"5772","​l​ong story short","evermore","and he passing by"
"5773","​l​ong story short","evermore","rare as the glimmer of a comet in the sky"
"5774","​l​ong story short","evermore","and he feels like home"
"5775","​l​ong story short","evermore","if the shoe fits  walk in it everywhere you go"
"5776","​l​ong story short","evermore","and i fell from the pedestal"
"5777","​l​ong story short","evermore","pushed from the precipice"
"5778","​l​ong story short","evermore","climbed right back up the cliff"
"5779","​l​ong story short","evermore","long story short  i survived"
"5780","​l​ong story short","evermore","now i am all about you"
"5781","​l​ong story short","evermore"," and now  i am all about you  ah"
"5782","​l​ong story short","evermore"," and now  i am all about you"
"5783","​l​ong story short","evermore"," and now  i am all about you  ah"
"5784","​l​ong story short","evermore","yeah  yeah"
"5785","​l​ong story short","evermore","i am all about you"
"5786","​l​ong story short","evermore"," and now  yeah  yeah"
"5787","​l​ong story short","evermore","i am all about you"
"5788","​l​ong story short","evermore","long story short  it was a bad time"
"5789","​l​ong story short","evermore","long story short  i survived"
"5790","​marjorie","evermore","never be so kind"
"5791","​marjorie","evermore","you forget to be clever"
"5792","​marjorie","evermore","never be so clever"
"5793","​marjorie","evermore","you forget to be kind"
"5794","​marjorie","evermore","and if i did not know better"
"5795","​marjorie","evermore","i would think you were talking to me now"
"5796","​marjorie","evermore","if i did not know better"
"5797","​marjorie","evermore","i would think you were still around"
"5798","​marjorie","evermore","what died did not stay dead"
"5799","​marjorie","evermore","what died did not stay dead"
"5800","​marjorie","evermore","you are alive  you are alive in my head"
"5801","​marjorie","evermore","what died did not stay dead"
"5802","​marjorie","evermore","what died did not stay dead"
"5803","​marjorie","evermore","you are alive  so alive"
"5804","​marjorie","evermore","never be so polit "
"5805","​marjorie","evermore","you forget your power"
"5806","​marjorie","evermore","nev r wield such power"
"5807","​marjorie","evermore","you forget to be polite"
"5808","​marjorie","evermore","and if i did not know better"
"5809","​marjorie","evermore","i would think you were listening to me now"
"5810","​marjorie","evermore","if i did not know better"
"5811","​marjorie","evermore","the autumn chill that wakes me up"
"5812","​marjorie","evermore","you loved the amber skies so much"
"5813","​marjorie","evermore","long limbs and frozen swims"
"5814","​marjorie","evermore","you would always go past where our feet could touch"
"5815","​marjorie","evermore","and i complained the whole way there"
"5816","​marjorie","evermore","the car ride back and up the stairs"
"5817","​marjorie","evermore","i should have asked you questions"
"5818","​marjorie","evermore","i should have asked you how to be"
"5819","​marjorie","evermore","asked you to write it down for me"
"5820","​marjorie","evermore","should have kept every grocery store receipt"
"5821","​marjorie","evermore"," cause every scrap of you would be taken from me"
"5822","​marjorie","evermore","watched as you signed your name marjorie"
"5823","​marjorie","evermore","all your closets of backlogged dreams"
"5824","​marjorie","evermore","and how you left them all to me"
"5825","​marjorie","evermore","what died did not stay dead"
"5826","​marjorie","evermore","and if i did not know better"
"5827","​marjorie","evermore","i would think you were singing to me now"
"5828","​marjorie","evermore","if i did not know better"
"5829","​marjorie","evermore","i would think you were still around"
"5830","​marjorie","evermore","i know better"
"5831","​marjorie","evermore","but i still feel you all around"
"5832","​marjorie","evermore","i know better"
"5833","​marjorie","evermore","but you are still around"
"5834","​no body, no crime","evermore","he did it"
"5835","​no body, no crime","evermore","he did it"
"5836","​no body, no crime","evermore","este a friend of mine"
"5837","​no body, no crime","evermore","we meet up every tuesday night for dinner and a glass of wine"
"5838","​no body, no crime","evermore","este been losin  sleep"
"5839","​no body, no crime","evermore","her husband actin  different  and it smells like infidelity"
"5840","​no body, no crime","evermore","she says   that ai not my merlot on his mouth"
"5841","​no body, no crime","evermore","that ai not my jewelry on our joint account "
"5842","​no body, no crime","evermore","no  there ai not no doubt"
"5843","​no body, no crime","evermore","i think i am gonna call him out"
"5844","​no body, no crime","evermore","she says   i think he did it  but i just can not prove it "
"5845","​no body, no crime","evermore","i think he did it  but i just can not prove it"
"5846","​no body, no crime","evermore","i think he did it  but i just can not prove it"
"5847","​no body, no crime","evermore","no  no body  no crime"
"5848","​no body, no crime","evermore","but i ai not lettin  up until the day i die"
"5849","​no body, no crime","evermore","no  no"
"5850","​no body, no crime","evermore","i think he did it"
"5851","​no body, no crime","evermore","no  no"
"5852","​no body, no crime","evermore","he did it"
"5853","​no body, no crime","evermore","este was not there tuesday night at olive gard n"
"5854","​no body, no crime","evermore","at her job or anywhere"
"5855","​no body, no crime","evermore","h  reports his missing wife"
"5856","​no body, no crime","evermore","and i noticed when i passed his house"
"5857","​no body, no crime","evermore","his truck has got some brand new tires"
"5858","​no body, no crime","evermore","and his mistress moved in"
"5859","​no body, no crime","evermore","sleeps in este bed and everything"
"5860","​no body, no crime","evermore","no  there ai not no doubt"
"5861","​no body, no crime","evermore","somebody gotta catch him out   cause"
"5862","​no body, no crime","evermore","i think he did it  but i just can not prove it  he did it "
"5863","​no body, no crime","evermore","i think he did it  but i just can not prove it  he did it "
"5864","​no body, no crime","evermore","i think he did it  but i just can not prove it"
"5865","​no body, no crime","evermore","good thing my daddy made me get a boating license when i was fifteen"
"5866","​no body, no crime","evermore","and i have cleaned enough houses to know how to cover up a scene"
"5867","​no body, no crime","evermore","good thing este sister gonna swear she was with me"
"5868","​no body, no crime","evermore"," she was with me  dude "
"5869","​no body, no crime","evermore","good thing his mistress took out a big life insurance policy"
"5870","​no body, no crime","evermore","they think she did it  but they just can not prove it"
"5871","​no body, no crime","evermore","they think she did it  but they just can not prove it"
"5872","​no body, no crime","evermore","she thinks i did it  but she just can not prove it"
"5873","​no body, no crime","evermore","no  no body  no crime"
"5874","​no body, no crime","evermore","i was not lettin  up until the day he   "
"5875","​no body, no crime","evermore","no  no body  no crime"
"5876","​no body, no crime","evermore","no  no body  no crime"
"5877","​no body, no crime","evermore","i was not lettin  up until the day he died"
"5878","​’tis the damn season","evermore","if i wanted to know who you were hanging with"
"5879","​’tis the damn season","evermore","while i was gone  i would have asked you"
"5880","​’tis the damn season","evermore","it the kind of cold  fogs up windshield glass"
"5881","​’tis the damn season","evermore","but i felt it when i passed you"
"5882","​’tis the damn season","evermore","there an ache in you  put there by the ache in me"
"5883","​’tis the damn season","evermore","but if it all the same to you"
"5884","​’tis the damn season","evermore","it the same to me"
"5885","​’tis the damn season","evermore","so we could call it even"
"5886","​’tis the damn season","evermore","you could call me  babe  for the weekend"
"5887","​’tis the damn season","evermore","  tis the damn season  write this down"
"5888","​’tis the damn season","evermore","i am stayin  at my parents  house"
"5889","​’tis the damn season","evermore","and the road not taken looks real good now"
"5890","​’tis the damn season","evermore","and it always leads to you and my hometown"
"5891","​’tis the damn season","evermore","i park d my car right between the methodist"
"5892","​’tis the damn season","evermore","and th  school that used to be ours"
"5893","​’tis the damn season","evermore","the holidays linger like bad perfume"
"5894","​’tis the damn season","evermore","you can run  but only so far"
"5895","​’tis the damn season","evermore","i escaped it too  remember how you watched me leave"
"5896","​’tis the damn season","evermore","but if it okay with you  it okay with me"
"5897","​’tis the damn season","evermore","we could call it even"
"5898","​’tis the damn season","evermore","you could call me  babe  for the weekend"
"5899","​’tis the damn season","evermore","and the road not taken looks real good now"
"5900","​’tis the damn season","evermore","time flies  messy as the mud on your truck tires"
"5901","​’tis the damn season","evermore","now i am missing your smile  hear me out"
"5902","​’tis the damn season","evermore","we could just ride around"
"5903","​’tis the damn season","evermore","and the road not taken looks real good now"
"5904","​’tis the damn season","evermore","sleep in half the day just for old times  sake"
"5905","​’tis the damn season","evermore","i will not ask you to wait if you do not ask me to stay"
"5906","​’tis the damn season","evermore","so i will go back to l a  and the so called friends"
"5907","​’tis the damn season","evermore","who will write books about me if i ever make it"
"5908","​’tis the damn season","evermore","and wonder about the only soul"
"5909","​’tis the damn season","evermore","who can tell which smiles i am fakin "
"5910","​’tis the damn season","evermore","and the heart i know i am breakin  is my own"
"5911","​’tis the damn season","evermore","to leave the warmest bed i have ever known"
"5912","​’tis the damn season","evermore","we could call it even"
"5913","​’tis the damn season","evermore","even though i am leaving"
"5914","​’tis the damn season","evermore","and i will be yours for the weekend"
"5915","​’tis the damn season","evermore","  tis the damn season"
"5916","​’tis the damn season","evermore","we could call it even"
"5917","​’tis the damn season","evermore","it always leads to you and my hometown"
"5918","​tolerate it","evermore","i sit and watch you reading with your head low"
"5919","​tolerate it","evermore","i wake and watch you breathing with your eyes closed"
"5920","​tolerate it","evermore","i sit and watch you"
"5921","​tolerate it","evermore","i notice everything you do or do not do"
"5922","​tolerate it","evermore","you are so much older and wiser  and i"
"5923","​tolerate it","evermore","i wait by the door like i am just a kid"
"5924","​tolerate it","evermore","use my best colors for your portrait"
"5925","​tolerate it","evermore","lay the table with the fancy shit"
"5926","​tolerate it","evermore","and watch you tolerate it"
"5927","​tolerate it","evermore","if it all in my head  tell me now"
"5928","​tolerate it","evermore","tell me i have got it wrong somehow"
"5929","​tolerate it","evermore","i know my love should be celebrated"
"5930","​tolerate it","evermore","but you tolerate it"
"5931","​tolerate it","evermore","i greet you with a battle hero welcome"
"5932","​tolerate it","evermore","i take your indiscretions all in good fun"
"5933","​tolerate it","evermore","i sit and list n  i polish plates until they gleam and glist n"
"5934","​tolerate it","evermore","you are so much older and wiser and i"
"5935","​tolerate it","evermore","i wait by the door like i am just a kid"
"5936","​tolerate it","evermore","while you were out building other worlds  where was i "
"5937","​tolerate it","evermore","where that man who would throw blankets over my barbed wire "
"5938","​tolerate it","evermore","i made you my temple  my mural  my sky"
"5939","​tolerate it","evermore","now i am begging for footnotes in the story of your life"
"5940","​tolerate it","evermore","drawing hearts in the byline"
"5941","​tolerate it","evermore","always taking up too much space or time"
"5942","​tolerate it","evermore","you assume i am fine  but what would you do if i"
"5943","​tolerate it","evermore","break free and leave us in ruins"
"5944","​tolerate it","evermore","took this dagger in me and removed it"
"5945","​tolerate it","evermore","gain the weight of you  then lose it"
"5946","​tolerate it","evermore","believe me  i could do it"
"5947","​tolerate it","evermore","if it all in my head  tell me now"
"5948","​tolerate it","evermore","i sit and watch you"
"5949","​willow","evermore","i am like the water when your ship rolled in that night"
"5950","​willow","evermore","rough on the surface  but you cut through like a knife"
"5951","​willow","evermore","and if it was an open shut case"
"5952","​willow","evermore","i never would have known from that look on your face"
"5953","​willow","evermore","lost in your current like a priceless wine"
"5954","​willow","evermore","the more that you say  the less i know"
"5955","​willow","evermore","wherever you stray  i follow"
"5956","​willow","evermore","i am begging for you to take my hand"
"5957","​willow","evermore","wreck my plans  that my man"
"5958","​willow","evermore","life was a willow and it bent right to your wind"
"5959","​willow","evermore","head on the pillow  i could feel you sneakin  in"
"5960","​willow","evermore","as if you were a mythical thing"
"5961","​willow","evermore","like you were a trophy or a champion ring"
"5962","​willow","evermore","and there was one prize i would cheat to win"
"5963","​willow","evermore","the more that you say  the less i know"
"5964","​willow","evermore","wreck my plans  that my man"
"5965","​willow","evermore","you know that my train could take you home"
"5966","​willow","evermore","anywhere else is hollow"
"5967","​willow","evermore","i am begging for you to take my hand"
"5968","​willow","evermore","life was a willow and it bent right to your wind"
"5969","​willow","evermore","they count me out time and time again"
"5970","​willow","evermore","life was a willow and it bent right to your wind"
"5971","​willow","evermore","but i come back stronger than a  90s trend"
"5972","​willow","evermore","wait for the signal  and i will meet you after dark"
"5973","​willow","evermore","show me the places where the others gave you scars"
"5974","​willow","evermore","now this is an open shut case"
"5975","​willow","evermore","i guess i should have known from the look on your face"
"5976","​willow","evermore","every bait and switch was a work of art"
"5977","​willow","evermore","the more that you say  the less i know"
"5978","​willow","evermore","wreck my plans  that my man"
"5979","​willow","evermore","the more that you say  the less i know"
"5980","​willow","evermore","hey  that my man"
"5981","​willow","evermore","that my man"
"5982","​willow","evermore","yeah  that my man"
"5983","​willow","evermore","every bait and switch was a work of art"
"5984","​willow","evermore","that my man"
"5985","​willow","evermore","hey  that my man"
"5986","​willow","evermore","i am begging for you to take my hand"
"5987","​willow","evermore","wreck my plans  that my man"
"5988","Come In With the Rain","Fearless","i could go back to every laugh"
"5989","Come In With the Rain","Fearless","but i do not wanna go there anymore"
"5990","Come In With the Rain","Fearless","and i know all the steps up to your door"
"5991","Come In With the Rain","Fearless","but i do not wanna go there anymore"
"5992","Come In With the Rain","Fearless","talk to the wind  talk to the sky"
"5993","Come In With the Rain","Fearless","talk to the man with the reasons why"
"5994","Come In With the Rain","Fearless","and let me know what you find"
"5995","Come In With the Rain","Fearless","i will leave my window open"
"5996","Come In With the Rain","Fearless"," cause i am too tired at night to call your name"
"5997","Come In With the Rain","Fearless","just know i am right here hoping"
"5998","Come In With the Rain","Fearless","that you will come in with the rain"
"5999","Come In With the Rain","Fearless","i could stand up and sing you a song"
"6000","Come In With the Rain","Fearless","but i do not wanna have to go that far"
"6001","Come In With the Rain","Fearless","and i  i have got you down  i know you by heart"
"6002","Come In With the Rain","Fearless","and you do not even know where i start"
"6003","Come In With the Rain","Fearless","talk to yourself  talk to the tears"
"6004","Come In With the Rain","Fearless","talk to the man who put you here"
"6005","Come In With the Rain","Fearless","and do not wait for the sky to clear"
"6006","Come In With the Rain","Fearless","i will leave my window open"
"6007","Come In With the Rain","Fearless","i have watched you so long  screamed your name"
"6008","Come In With the Rain","Fearless","i do not know what else i can say"
"6009","Come In With the Rain","Fearless","but i will leave my window open"
"6010","Come In With the Rain","Fearless"," cause i am too tired at night for all these games"
"6011","Come In With the Rain","Fearless","just know i am right here hoping"
"6012","Come In With the Rain","Fearless","i could go back to every laugh"
"6013","Come In With the Rain","Fearless","but i do not wanna go there anymore"
"6059","Jump Then Fall","Fearless","i like the way you sound in the morning"
"6060","Jump Then Fall","Fearless","we are on the phone and without a warning"
"6061","Jump Then Fall","Fearless","i realize your laugh is the best sound"
"6062","Jump Then Fall","Fearless","i have ever heard"
"6063","Jump Then Fall","Fearless","i like the way i can not keep my focus"
"6064","Jump Then Fall","Fearless","i watch you talk  you did not notice"
"6065","Jump Then Fall","Fearless","i hear the words but all i can think is"
"6066","Jump Then Fall","Fearless","we should be together"
"6067","Jump Then Fall","Fearless","every time you smile  i smile"
"6068","Jump Then Fall","Fearless","and every time you shine  i will shine for you"
"6069","Jump Then Fall","Fearless","whoa oh  i am feeling you  baby"
"6070","Jump Then Fall","Fearless","do not be afraid to"
"6071","Jump Then Fall","Fearless","jump then fall"
"6072","Jump Then Fall","Fearless","jump then fall into me"
"6073","Jump Then Fall","Fearless","baby  i am never gonna leave you"
"6074","Jump Then Fall","Fearless","say that you wanna be with me too"
"6075","Jump Then Fall","Fearless","so i ama stay through it all"
"6076","Jump Then Fall","Fearless","so jump then fall"
"6077","Jump Then Fall","Fearless","well i like the way your hair falls in your face"
"6078","Jump Then Fall","Fearless","you got the keys to me"
"6079","Jump Then Fall","Fearless","i love each freckle on your face  oh"
"6080","Jump Then Fall","Fearless","i have never been so wrapped up  honey"
"6081","Jump Then Fall","Fearless","i like the way you are everything i ever wanted"
"6082","Jump Then Fall","Fearless","i had time to think it oh  over"
"6083","Jump Then Fall","Fearless","and all i can say is come closer"
"6084","Jump Then Fall","Fearless","take a deep breath and  jump then fall into me"
"6085","Jump Then Fall","Fearless"," cause every time you smile  i smile"
"6086","Jump Then Fall","Fearless","and every time you shine  i will shine for you"
"6087","Jump Then Fall","Fearless","say that you wanna be with me too"
"6088","Jump Then Fall","Fearless"," cause i am gonna stay through it all"
"6089","Jump Then Fall","Fearless","so jump then fall"
"6090","Jump Then Fall","Fearless","the bottom gonna drop out from under our feet"
"6091","Jump Then Fall","Fearless","i will catch you  i will catch you"
"6092","Jump Then Fall","Fearless","when people say things that bring you to your knees"
"6093","Jump Then Fall","Fearless","i will catch you"
"6094","Jump Then Fall","Fearless","the time is gonna come when you are so mad you could cry"
"6095","Jump Then Fall","Fearless","but i will hold you through the night until you smile"
"6096","Jump Then Fall","Fearless","whoa oh  i need you  baby"
"6097","Jump Then Fall","Fearless","do not be afraid  please"
"6098","Jump Then Fall","Fearless","jump then fall"
"6099","Jump Then Fall","Fearless","jump then fall into me"
"6100","Jump Then Fall","Fearless","so jump then fall"
"6101","Jump Then Fall","Fearless","jump then fall  baby"
"6102","Jump Then Fall","Fearless","jump then fall into me  into me"
"6103","Jump Then Fall","Fearless","every time you smile  i smile"
"6104","Jump Then Fall","Fearless","and every time you shine  i shine"
"6105","Jump Then Fall","Fearless","and every time you are here"
"6106","Jump Then Fall","Fearless","baby  i will show you  i will show you"
"6107","Jump Then Fall","Fearless","you can jump then fall  jump then fall"
"6108","Jump Then Fall","Fearless","jump then fall into me  into me  yeah"
"6109","SuperStar","Fearless","this is wrong but i can not help but feel like"
"6110","SuperStar","Fearless","there ai not nothing more right babe"
"6111","SuperStar","Fearless","misty morning comes again and i can not"
"6112","SuperStar","Fearless","help but wish i could see your face"
"6113","SuperStar","Fearless","and i knew from the first note played"
"6114","SuperStar","Fearless","i would be breaking all my rules to see you"
"6115","SuperStar","Fearless","you smile that beautiful smile and all the girls in the front row"
"6116","SuperStar","Fearless","scream your name"
"6117","SuperStar","Fearless","so dim that spotlight  tell me things like"
"6118","SuperStar","Fearless","i can not take my eyes off of you"
"6119","SuperStar","Fearless","i am no one special  just another wide eyed girl"
"6120","SuperStar","Fearless","who desperately in love with you"
"6121","SuperStar","Fearless","give me a photograph to hang on my wall  superstar"
"6122","SuperStar","Fearless","good morning loneliness"
"6123","SuperStar","Fearless","comes around when i am not dreaming about you"
"6124","SuperStar","Fearless","when my world wakes up today"
"6125","SuperStar","Fearless","you will be in another town"
"6126","SuperStar","Fearless","and i knew when i saw your face"
"6127","SuperStar","Fearless","i would be counting down the ways to see you"
"6128","SuperStar","Fearless","you smile that beautiful smile and all the girls in the front row scream your name"
"6129","SuperStar","Fearless","so dim that spotlight  tell me things like"
"6130","SuperStar","Fearless","you played in bars  you play guitar"
"6131","SuperStar","Fearless","and i am invisible and everyone knows who you are"
"6132","SuperStar","Fearless","and you will never see  you sing me to sleep"
"6133","SuperStar","Fearless","every night from the radio"
"6134","SuperStar","Fearless","so dim that spotlight  tell me things like"
"6135","SuperStar","Fearless","sweet  sweet superstar"
"6136","SuperStar","Fearless","superstar"
"6137","The Other Side of the Door","Fearless","in the heat of the fight i walked away"
"6138","The Other Side of the Door","Fearless","ignoring words that you were saying"
"6139","The Other Side of the Door","Fearless","trying to make me stay"
"6140","The Other Side of the Door","Fearless","i said   this time i have had enough "
"6141","The Other Side of the Door","Fearless","and you have called a hundred times"
"6142","The Other Side of the Door","Fearless","but i am not picking up"
"6143","The Other Side of the Door","Fearless"," cause i am so mad i might tell you that it over"
"6144","The Other Side of the Door","Fearless","but if you look a little closer"
"6145","The Other Side of the Door","Fearless","i said   leave   but all i really want is you"
"6146","The Other Side of the Door","Fearless","to stand outside my window throwing pebbles"
"6147","The Other Side of the Door","Fearless","screaming   i am in love with you "
"6148","The Other Side of the Door","Fearless","wait there in the pouring rain"
"6149","The Other Side of the Door","Fearless","come back for more"
"6150","The Other Side of the Door","Fearless","and do not you leave  cause i know"
"6151","The Other Side of the Door","Fearless","all i need is on the other side of the door"
"6152","The Other Side of the Door","Fearless","me and my stupid pride are sitting here alone"
"6153","The Other Side of the Door","Fearless","going through the photographs  staring at the phone"
"6154","The Other Side of the Door","Fearless","i keep going back over things we both said"
"6155","The Other Side of the Door","Fearless","and i remember the slamming door"
"6156","The Other Side of the Door","Fearless","and all the things that i misread"
"6157","The Other Side of the Door","Fearless","so babe if you know everything"
"6158","The Other Side of the Door","Fearless","tell me why you could not see"
"6159","The Other Side of the Door","Fearless","when i left  i wanted you to chase after me"
"6160","The Other Side of the Door","Fearless","yeah  i said   leave   but all i really want is you"
"6161","The Other Side of the Door","Fearless","to stand outside my window throwing pebbles"
"6162","The Other Side of the Door","Fearless","and i will scream out the window"
"6163","The Other Side of the Door","Fearless","i can not even look at you"
"6164","The Other Side of the Door","Fearless","i do not need you but i do  i do  i do"
"6165","The Other Side of the Door","Fearless","i say   there nothing you can say"
"6166","The Other Side of the Door","Fearless","to make this right again  i mean it  i mean it "
"6167","The Other Side of the Door","Fearless","what i mean is"
"6168","The Other Side of the Door","Fearless","i said   leave   but baby  all i want is you"
"6169","The Other Side of the Door","Fearless","to stand outside my window throwing pebbles"
"6170","The Other Side of the Door","Fearless","with your face and the beautiful eyes"
"6171","The Other Side of the Door","Fearless","and the conversation with the little white lies"
"6172","The Other Side of the Door","Fearless","and the faded picture of a beautiful night"
"6173","The Other Side of the Door","Fearless","you carried me from your car up the stairs"
"6174","The Other Side of the Door","Fearless","and i broke down crying  was she worth this mess "
"6175","The Other Side of the Door","Fearless","after everything and that little black dress"
"6176","The Other Side of the Door","Fearless","after everything i must confess  i need you"
"6177","If This Was a Movie","Speak Now","last night  i heard my own heart beating"
"6178","If This Was a Movie","Speak Now","sounded like footsteps on my stairs"
"6179","If This Was a Movie","Speak Now","six months gone and i am still reaching"
"6180","If This Was a Movie","Speak Now","even though i know you are not there"
"6181","If This Was a Movie","Speak Now","i was playing back a thousand memories  baby"
"6182","If This Was a Movie","Speak Now","thinkin   bout everything we have been through"
"6183","If This Was a Movie","Speak Now","maybe i have been going back too much lately"
"6184","If This Was a Movie","Speak Now","when time stood still and i had you"
"6185","If This Was a Movie","Speak Now","come back  come back  come back to me like"
"6186","If This Was a Movie","Speak Now","you would  you would if this was a movie"
